time,station,PM2_5,PM10,NO2,CO,O3,SO2,Kmeans_3,HDBSCAN_3,Kmeans_4,HDBSCAN_4,Kmeans_6,HDBSCAN_6,Kmeans_12,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,RAIN,city
2022-01-12,0,65.9079116448068,32.26189839572193,8.217413754396468,9.667858261959474,4.765344810672945,7.7223225030084235,2.0,2.0,1.0,1.0,2.125,2.125,5.5,5.5,-2.4591444960720246,-0.5542552695704833,5.279393,2.4248567,-33.706947,-9.551463,21.0,20.83875,0.0,84.875,10.93875,1.0,185.885,2022,1,12,65.9079116448068,0.0,Peru_Averaged.csv
2022-01-13,0,58.7579116448068,34.38689839572193,8.592413754396468,11.217858261959472,5.015344810672945,8.397322503008423,2.0,2.0,1.0,1.0,1.75,1.75,5.5,5.5,-2.5099921982751634,-0.9829443190729853,5.5149384,2.9511871,-30.980106,-10.158277,21.0,20.93625,0.0,82.89625,10.0075,1.0,181.8075,2022,1,13,58.7579116448068,0.0,Peru_Averaged.csv
2022-01-14,0,64.18291164480681,33.63689839572193,8.167413754396469,9.617858261959473,4.165344810672945,5.947322503008423,1.75,1.75,1.25,1.25,2.125,2.125,5.5,5.5,-2.7463418362020535,-0.2995789649577545,5.156722,3.3307097,-39.43978,-7.8193684,21.0,21.197499999999998,0.0,83.29875,10.7725,1.0,175.57375,2022,1,14,64.18291164480681,0.0,Peru_Averaged.csv
2022-01-15,0,60.55791164480681,37.88689839572193,8.792413754396469,9.567858261959474,5.615344810672945,8.422322503008424,2.0,2.0,1.0,1.0,2.125,2.125,5.875,5.875,-2.092417960555945,-0.8816565524787077,5.26796,2.4916043,-24.634842,-15.498501,21.0,21.37875,0.0,82.18125,8.491249999999999,1.0,181.06375,2022,1,15,60.55791164480681,0.0,Peru_Averaged.csv
2022-01-16,0,66.63291164480681,31.261898395721925,9.117413754396468,8.842858261959474,5.190344810672945,6.497322503008423,1.75,1.75,1.25,1.25,2.625,2.625,6.0,6.0,-2.325641379636972,-0.5239676726265744,5.2161627,2.3928738,-28.206575,-21.627361,21.0,22.3375,0.0,75.645,10.33625,1.0,176.93625,2022,1,16,66.63291164480681,0.0,Peru_Averaged.csv
2022-01-17,0,58.93291164480681,35.01189839572193,8.492413754396468,7.517858261959473,4.390344810672945,8.047322503008424,2.0,2.0,1.125,1.125,2.125,2.125,6.125,6.125,-2.6385830182596313,-1.0818425193929242,5.1970797,2.278468,-21.746458,-26.429909,21.0,21.92375,0.0,82.4225,11.00375,1.0,180.86875,2022,1,17,58.93291164480681,0.0,Peru_Averaged.csv
2022-01-18,0,61.7579116448068,37.13689839572193,9.717413754396468,10.792858261959474,4.240344810672945,8.022322503008423,1.75,1.75,1.5,1.5,2.625,2.625,6.25,6.25,-2.167268874677868,-0.5391408715036695,5.0587974,2.5773215,-27.412693,-17.286154,21.0,22.002499999999998,0.0,82.955,8.95375,1.0,189.46,2022,1,18,61.7579116448068,0.0,Peru_Averaged.csv
2022-01-19,0,67.4408232896136,38.89879679144385,10.384827508792936,9.660716523918946,4.45568962134589,7.269645006016846,2.0,2.0,1.0,1.0,3.0,3.0,7.0,7.0,-1.6951886238060596,-0.06506612271670355,6.7873583,2.0208282,-21.414978,9.580096,21.0,22.55,0.0,77.79625,10.72375,1.0,177.9425,2022,1,19,67.4408232896136,0.0,Peru_Averaged.csv
2022-01-20,0,64.6908232896136,37.02379679144385,9.759827508792936,11.435716523918947,5.655689621345889,9.544645006016847,1.875,1.875,1.125,1.125,2.375,2.375,6.125,6.125,-1.6320039210343262,-0.6682203583073701,7.14002,1.786838,-25.60119,-7.944034,21.0,21.8125,0.0,79.50875,11.8475,1.0,179.45375,2022,1,20,64.6908232896136,0.0,Peru_Averaged.csv
2022-01-21,0,70.0658232896136,35.27379679144385,9.759827508792936,19.06071652391895,7.280689621345889,7.494645006016847,1.75,1.75,1.25,1.25,2.625,2.625,7.0,7.0,-1.3405161002795332,0.2613449099195691,6.1462946,0.7262453,-2.2649643,10.836551,21.0,21.63,0.0,81.7025,13.14375,1.0,185.11374999999998,2022,1,21,73.0158232896136,0.0,Peru_Averaged.csv
