time,station,PM2_5,PM10,NO2,CO,O3,SO2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,Kmeans_3,Kmeans_4,Kmeans_6,Kmeans_12,HDBSCAN_3,HDBSCAN_4,HDBSCAN_6,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,RAIN
2019-02-11,1001,77.0,49.0,15.0,5.0,25.0,4.0,2,12.33,0.0,58.88,7.67,1,185.88,2019,2,11,77.0,0,2,2,2,0,2,2,2,4.906919543844599,-2.735072899544666,4.906919543844599,-2.735072899544666,4.906919543844599,-2.735072899544666,0
2019-02-12,1001,107.0,45.0,10.0,7.0,19.0,5.0,2,13.79,0.0,51.04,7.96,1,203.92,2019,2,12,107.0,0,2,4,6,0,2,4,6,9.893957798910444,-2.7623080527855053,9.893957798910444,-2.7623080527855053,9.893957798910444,-2.7623080527855053,0
2019-02-13,1001,77.0,34.0,10.0,5.0,26.0,2.0,2,14.46,0.0,52.5,5.27,1,206.58,2019,2,13,77.0,1,0,1,8,1,0,1,8,0.6794045432518634,0.5236313128294617,0.6794045432518634,0.5236313128294617,0.6794045432518634,0.5236313128294617,0
2019-02-14,1001,64.0,56.0,14.0,7.0,20.0,3.0,2,15.15,0.0,50.38,6.49,1,199.62,2019,2,14,64.0,0,2,2,7,0,2,2,7,5.829228458337457,-1.6846748311989472,5.829228458337457,-1.6846748311989472,5.829228458337457,-1.6846748311989472,0
2019-02-15,1001,130.0,20.0,4.0,1.0,25.0,1.0,2,13.75,0.0,51.75,8.57,1,223.29,2019,2,15,130.0,0,2,2,7,0,2,2,7,9.362439029581248,0.7969120528486641,9.362439029581248,0.7969120528486641,9.362439029581248,0.7969120528486641,0
2019-02-16,1001,35.0,17.0,4.0,2.0,27.0,1.0,2,13.29,0.0,54.88,8.62,1,202.21,2019,2,16,35.0,1,0,5,5,1,0,5,5,-0.8004600938737991,-2.8487381080766108,-0.8004600938737991,-2.8487381080766108,-0.8004600938737991,-2.8487381080766108,0
2019-02-17,1001,33.0,21.0,9.0,3.0,26.0,1.0,2,9.06,0.0,67.79,8.9,1,208.79,2019,2,17,33.0,0,2,2,9,0,2,2,9,5.097085389430728,-1.5436405021308304,5.097085389430728,-1.5436405021308304,5.097085389430728,-1.5436405021308304,0
2019-02-18,1001,44.0,40.0,24.0,6.0,16.0,2.0,2,8.58,0.0,62.88,8.92,1,213.42,2019,2,18,44.0,0,2,2,9,0,2,2,9,3.0986011761001007,-1.232764351205514,3.0986011761001007,-1.232764351205514,3.0986011761001007,-1.232764351205514,0
2019-02-19,1001,87.0,90.0,23.0,10.0,30.0,2.0,2,8.85,0.0,69.79,8.35,1,202.5,2019,2,19,90.0,0,2,2,9,0,2,2,9,2.61181619918655,0.17169364606361043,2.61181619918655,0.17169364606361043,2.61181619918655,0.17169364606361043,0
2019-02-20,1001,172.0,25.0,14.0,5.0,26.0,1.0,2,10.44,0.0,68.25,6.24,1,190.5,2019,2,20,172.0,1,0,5,1,1,0,5,1,-4.871023268251606,-1.6357326607428837,-4.871023268251606,-1.6357326607428837,-4.871023268251606,-1.6357326607428837,0
2019-02-21,1001,92.0,26.0,24.0,10.0,33.0,2.0,2,12.15,0.0,66.75,5.75,1,198.62,2019,2,21,92.0,0,2,2,8,0,2,2,8,2.969581774550901,0.7560891148411812,2.969581774550901,0.7560891148411812,2.969581774550901,0.7560891148411812,0
2019-02-22,1001,172.0,93.0,28.0,14.0,21.0,3.0,2,11.59,0.0,67.62,7.68,1,202.83,2019,2,22,172.0,2,1,3,8,2,1,3,8,-1.0582836977365864,3.6129894798648747,-1.0582836977365864,3.6129894798648747,-1.0582836977365864,3.6129894798648747,0
2019-02-23,1001,192.0,103.0,35.0,18.0,40.0,4.0,2,12.48,0.0,65.92,7.38,1,201.54,2019,2,23,192.0,1,0,5,1,1,0,5,1,-3.9115179947027516,0.5040879212491041,-3.9115179947027516,0.5040879212491041,-3.9115179947027516,0.5040879212491041,0
2019-02-24,1001,225.0,27.0,27.0,10.0,28.0,2.0,2,13.55,0.0,56.38,8.03,1,222.58,2019,2,24,225.0,0,2,1,9,0,2,1,9,2.0364222817951765,0.8379186635655059,2.0364222817951765,0.8379186635655059,2.0364222817951765,0.8379186635655059,0
2019-02-25,1001,149.0,58.0,22.0,9.0,24.0,5.0,2,12.48,0.0,62.5,8.57,1,217.12,2019,2,25,149.0,1,0,5,10,1,0,5,10,-2.7847227070834157,1.5607999608590597,-2.7847227070834157,1.5607999608590597,-2.7847227070834157,1.5607999608590597,0
2019-02-26,1001,113.0,67.0,27.0,10.0,23.0,5.0,2,9.65,0.0,72.83,9.12,1,217.42,2019,2,26,113.0,2,1,3,11,2,1,3,11,-1.4211927935321915,5.846862278942485,-1.4211927935321915,5.846862278942485,-1.4211927935321915,5.846862278942485,0
2019-02-27,1001,129.0,72.0,28.0,10.0,30.0,4.0,2,10.17,0.0,73.29,6.72,1,210.46,2019,2,27,129.0,2,1,3,11,2,1,3,11,-0.5247059705707376,3.507123741291459,-0.5247059705707376,3.507123741291459,-0.5247059705707376,3.507123741291459,0
